,sentence,process,catalyst
413,Prior to catalytic tests the Cu-Fe3O4 catalyst was reduced ex-situ in 2-propanol ( 13 mg catalyst/ml ) under 50 pressure H2 at 180 celcius for 5 h. X-ray diffraction ( XRD ) analysis was carried out using a PANalytical X ’ Pert diffractometer equipped with a copper anode ( λmean = 0.15418 nm ) and a fast X ’ Celerator detector .,celcius,copper
414,"In a typical liquid phase CTH procedure , a 10 ml glass reactor equipped with a magnetic Teflon stir pressure was loaded with F ( 0.25 gram ) , 5 ml of a 0.047 Molality solution of dodecane , as internal standard , in 2-propanol and the desired amount of the copper catalyst .",pressure,Teflon
415,"In a typical liquid phase CTH procedure , a 10 ml glass reactor equipped with a magnetic Teflon stir pressure was loaded with F ( 0.25 gram ) , 5 ml of a 0.047 Molality solution of dodecane , as internal standard , in 2-propanol and the desired amount of the copper catalyst .",pressure,F
416,"In a typical liquid phase CTH procedure , a 10 ml glass reactor equipped with a magnetic Teflon stir pressure was loaded with F ( 0.25 gram ) , 5 ml of a 0.047 Molality solution of dodecane , as internal standard , in 2-propanol and the desired amount of the copper catalyst .",pressure,copper
417,"In a typical liquid phase CTH procedure , a 10 ml glass reactor equipped with a magnetic Teflon stir pressure was loaded with F ( 0.25 gram ) , 5 ml of a 0.047 Molality solution of dodecane , as internal standard , in 2-propanol and the desired amount of the copper catalyst .",Molality,Teflon
418,"In a typical liquid phase CTH procedure , a 10 ml glass reactor equipped with a magnetic Teflon stir pressure was loaded with F ( 0.25 gram ) , 5 ml of a 0.047 Molality solution of dodecane , as internal standard , in 2-propanol and the desired amount of the copper catalyst .",Molality,F
419,"In a typical liquid phase CTH procedure , a 10 ml glass reactor equipped with a magnetic Teflon stir pressure was loaded with F ( 0.25 gram ) , 5 ml of a 0.047 Molality solution of dodecane , as internal standard , in 2-propanol and the desired amount of the copper catalyst .",Molality,copper
420,"In a typical liquid phase CTH procedure , a 10 ml glass reactor equipped with a magnetic Teflon stir pressure was loaded with F ( 0.25 gram ) , 5 ml of a 0.047 Molality solution of dodecane , as internal standard , in 2-propanol and the desired amount of the copper catalyst .",gram,Teflon
421,"In a typical liquid phase CTH procedure , a 10 ml glass reactor equipped with a magnetic Teflon stir pressure was loaded with F ( 0.25 gram ) , 5 ml of a 0.047 Molality solution of dodecane , as internal standard , in 2-propanol and the desired amount of the copper catalyst .",gram,F
422,"In a typical liquid phase CTH procedure , a 10 ml glass reactor equipped with a magnetic Teflon stir pressure was loaded with F ( 0.25 gram ) , 5 ml of a 0.047 Molality solution of dodecane , as internal standard , in 2-propanol and the desired amount of the copper catalyst .",gram,copper
423,"This reaction was performed loading F ( 2 gram ) to 40 ml of a 0.047 Molality solution of dodecane , in 2-propanol and the desired amount of the copper catalyst .",Molality,copper
424,"This reaction was performed loading F ( 2 gram ) to 40 ml of a 0.047 Molality solution of dodecane , in 2-propanol and the desired amount of the copper catalyst .",gram,copper
425,"Industrially , fatty esters have been hydrogenated to fatty alcohols in the presence of heterogeneous catalysts such as copper chromite , Raney nickel , and Pd/ZnO at high temperatures ( 200–300 celcius ) and high hydrogen pressures ( 200–300 pressure ) .",temperature,ZnO
426,"Industrially , fatty esters have been hydrogenated to fatty alcohols in the presence of heterogeneous catalysts such as copper chromite , Raney nickel , and Pd/ZnO at high temperatures ( 200–300 celcius ) and high hydrogen pressures ( 200–300 pressure ) .",temperature,Pd
427,"Industrially , fatty esters have been hydrogenated to fatty alcohols in the presence of heterogeneous catalysts such as copper chromite , Raney nickel , and Pd/ZnO at high temperatures ( 200–300 celcius ) and high hydrogen pressures ( 200–300 pressure ) .",pressure,ZnO
428,"Industrially , fatty esters have been hydrogenated to fatty alcohols in the presence of heterogeneous catalysts such as copper chromite , Raney nickel , and Pd/ZnO at high temperatures ( 200–300 celcius ) and high hydrogen pressures ( 200–300 pressure ) .",pressure,Pd
429,"Industrially , fatty esters have been hydrogenated to fatty alcohols in the presence of heterogeneous catalysts such as copper chromite , Raney nickel , and Pd/ZnO at high temperatures ( 200–300 celcius ) and high hydrogen pressures ( 200–300 pressure ) .",celcius,ZnO
430,"Industrially , fatty esters have been hydrogenated to fatty alcohols in the presence of heterogeneous catalysts such as copper chromite , Raney nickel , and Pd/ZnO at high temperatures ( 200–300 celcius ) and high hydrogen pressures ( 200–300 pressure ) .",celcius,Pd
431,"By assuming a pseudo-homogenous reaction system with a perfect mixing of the liquid phase and considering a finite photocatalytic production rate and mass transfer flux from the liquid to the gas phase , we write the H2 mass balance as : ( 3 ) ε d C L , H 2 d t = ε a V Ti O 2 r H 2 V L - a V G - L r G - L , H 2 Where C L , H 2 is the hydrogen concentration in the liquid phase , r H 2 V L is the average superficial reaction rate in the liquid phase volume , r G - L , H 2 is the mass transfer rate from the liquid to the gas phase , ε = VL/VR is the liquid suspension volume VL to reactor volume VR ratio , a V T i O 2 is the active catalytic surface area per unit of liquid volume : ( 4 ) a V Ti O 2 = A Ti O 2 V L = S gram C molarity and a V G - L is the gas–liquid interfacial area per unit of total reactor volume : ( 5 ) a V G - L = A G - L V R The symbol Sg denotes the specific surface of the photocatalyst , Cm is the photocatalyst load , A Ti O 2 is the total area of TiO2 , and AG-L is the area of the liquid–gas interface ( basically the cross section of the cylindrical reactor ) .",concentration,TiO2
432,"By assuming a pseudo-homogenous reaction system with a perfect mixing of the liquid phase and considering a finite photocatalytic production rate and mass transfer flux from the liquid to the gas phase , we write the H2 mass balance as : ( 3 ) ε d C L , H 2 d t = ε a V Ti O 2 r H 2 V L - a V G - L r G - L , H 2 Where C L , H 2 is the hydrogen concentration in the liquid phase , r H 2 V L is the average superficial reaction rate in the liquid phase volume , r G - L , H 2 is the mass transfer rate from the liquid to the gas phase , ε = VL/VR is the liquid suspension volume VL to reactor volume VR ratio , a V T i O 2 is the active catalytic surface area per unit of liquid volume : ( 4 ) a V Ti O 2 = A Ti O 2 V L = S gram C molarity and a V G - L is the gas–liquid interfacial area per unit of total reactor volume : ( 5 ) a V G - L = A G - L V R The symbol Sg denotes the specific surface of the photocatalyst , Cm is the photocatalyst load , A Ti O 2 is the total area of TiO2 , and AG-L is the area of the liquid–gas interface ( basically the cross section of the cylindrical reactor ) .",molarity,TiO2
433,"By assuming a pseudo-homogenous reaction system with a perfect mixing of the liquid phase and considering a finite photocatalytic production rate and mass transfer flux from the liquid to the gas phase , we write the H2 mass balance as : ( 3 ) ε d C L , H 2 d t = ε a V Ti O 2 r H 2 V L - a V G - L r G - L , H 2 Where C L , H 2 is the hydrogen concentration in the liquid phase , r H 2 V L is the average superficial reaction rate in the liquid phase volume , r G - L , H 2 is the mass transfer rate from the liquid to the gas phase , ε = VL/VR is the liquid suspension volume VL to reactor volume VR ratio , a V T i O 2 is the active catalytic surface area per unit of liquid volume : ( 4 ) a V Ti O 2 = A Ti O 2 V L = S gram C molarity and a V G - L is the gas–liquid interfacial area per unit of total reactor volume : ( 5 ) a V G - L = A G - L V R The symbol Sg denotes the specific surface of the photocatalyst , Cm is the photocatalyst load , A Ti O 2 is the total area of TiO2 , and AG-L is the area of the liquid–gas interface ( basically the cross section of the cylindrical reactor ) .",gram,TiO2
434,"By assuming a pseudo-homogenous reaction system with a perfect mixing of the liquid phase and considering a finite photocatalytic production rate and mass transfer flux from the liquid to the gas phase , we write the H2 mass balance as : ( 3 ) ε d C L , H 2 d t = ε a V Ti O 2 r H 2 V L - a V G - L r G - L , H 2 Where C L , H 2 is the hydrogen concentration in the liquid phase , r H 2 V L is the average superficial reaction rate in the liquid phase volume , r G - L , H 2 is the mass transfer rate from the liquid to the gas phase , ε = VL/VR is the liquid suspension volume VL to reactor volume VR ratio , a V T i O 2 is the active catalytic surface area per unit of liquid volume : ( 4 ) a V Ti O 2 = A Ti O 2 V L = S gram C molarity and a V G - L is the gas–liquid interfacial area per unit of total reactor volume : ( 5 ) a V G - L = A G - L V R The symbol Sg denotes the specific surface of the photocatalyst , Cm is the photocatalyst load , A Ti O 2 is the total area of TiO2 , and AG-L is the area of the liquid–gas interface ( basically the cross section of the cylindrical reactor ) .",volume,TiO2
435,"Then , the catalyst was cleaned with Ar ( 50 mL/min , at 40 celcius , ramp rate 20 °C/min for 30 min ) to remove residual hydrogen and any other impurity , such as moisture .",celcius,Ar
436,"The three-electrode system was used to perform the transient photocurrent response and electrochemical impedance measurements using a CHI 660E electrochemical workstation in a 0.5 mol L−1 Na2SO4 electrolyte ( pH 6.5 ) , with Ag/AgCl electrode as reference electrode ( 3.0 Molality KCl ) , a Pt electrode as counter electrode , and BiOI photocatalyst as working electrodes .",Molality,AgCl
437,"The three-electrode system was used to perform the transient photocurrent response and electrochemical impedance measurements using a CHI 660E electrochemical workstation in a 0.5 mol L−1 Na2SO4 electrolyte ( pH 6.5 ) , with Ag/AgCl electrode as reference electrode ( 3.0 Molality KCl ) , a Pt electrode as counter electrode , and BiOI photocatalyst as working electrodes .",Molality,Pt
438,"The three-electrode system was used to perform the transient photocurrent response and electrochemical impedance measurements using a CHI 660E electrochemical workstation in a 0.5 mol L−1 Na2SO4 electrolyte ( pH 6.5 ) , with Ag/AgCl electrode as reference electrode ( 3.0 Molality KCl ) , a Pt electrode as counter electrode , and BiOI photocatalyst as working electrodes .",Molality,Na2SO4
439,"The three-electrode system was used to perform the transient photocurrent response and electrochemical impedance measurements using a CHI 660E electrochemical workstation in a 0.5 mol L−1 Na2SO4 electrolyte ( pH 6.5 ) , with Ag/AgCl electrode as reference electrode ( 3.0 Molality KCl ) , a Pt electrode as counter electrode , and BiOI photocatalyst as working electrodes .",Molality,Ag
440,"Before starting the dehydrogenation of FA , Pd @ MOFs pre-catalyst was dried in a vacuum oven at 120 oC for 12 h. Then , a modified glass reactor ( 78 mL ) filled with a solution of FA ( 5 % v/v , 5 mL and sodium formate 1 mmol ) and the Pd @ MOFs to measure the volume of the gas to be evolved dehydrogenation of FA under the ultrasonic wave .",volume,Pd
441,"Before starting the dehydrogenation of FA , Pd @ MOFs pre-catalyst was dried in a vacuum oven at 120 oC for 12 h. Then , a modified glass reactor ( 78 mL ) filled with a solution of FA ( 5 % v/v , 5 mL and sodium formate 1 mmol ) and the Pd @ MOFs to measure the volume of the gas to be evolved dehydrogenation of FA under the ultrasonic wave .",volume,Pd
442,"For both cases of the silica MR and TR during experimental tests for carrying out MSR reaction , 1 gram of commercial Cu/ZnO/Al2O3 catalyst ( ICI 83-3 , furnished by Synetix ) , was filled into the shell side and more details was presented in our previous work .",gram,silica
443,"For both cases of the silica MR and TR during experimental tests for carrying out MSR reaction , 1 gram of commercial Cu/ZnO/Al2O3 catalyst ( ICI 83-3 , furnished by Synetix ) , was filled into the shell side and more details was presented in our previous work .",gram,ZnO
444,"For both cases of the silica MR and TR during experimental tests for carrying out MSR reaction , 1 gram of commercial Cu/ZnO/Al2O3 catalyst ( ICI 83-3 , furnished by Synetix ) , was filled into the shell side and more details was presented in our previous work .",gram,Cu
445,"For both cases of the silica MR and TR during experimental tests for carrying out MSR reaction , 1 gram of commercial Cu/ZnO/Al2O3 catalyst ( ICI 83-3 , furnished by Synetix ) , was filled into the shell side and more details was presented in our previous work .",gram,Al2O3
446,"The optimization of the process parameters for maximizing BzOH conversion and benzaldehyde ( BzH ) selectivity was done by investigating the influence of the variation in reaction parameters , such as metal loading ( 5–20 % ) , catalyst amount ( 0.00–0.15 gram ) , reaction temperature ( 50–110 celcius ) and TBHP/BzOH ratio ( 0.25–2.00 ) using the most active sample , Pt/CeO2 ( 15 % ) -SBA-15 .",temperature,TBHP
447,"The optimization of the process parameters for maximizing BzOH conversion and benzaldehyde ( BzH ) selectivity was done by investigating the influence of the variation in reaction parameters , such as metal loading ( 5–20 % ) , catalyst amount ( 0.00–0.15 gram ) , reaction temperature ( 50–110 celcius ) and TBHP/BzOH ratio ( 0.25–2.00 ) using the most active sample , Pt/CeO2 ( 15 % ) -SBA-15 .",temperature,Pt
448,"The optimization of the process parameters for maximizing BzOH conversion and benzaldehyde ( BzH ) selectivity was done by investigating the influence of the variation in reaction parameters , such as metal loading ( 5–20 % ) , catalyst amount ( 0.00–0.15 gram ) , reaction temperature ( 50–110 celcius ) and TBHP/BzOH ratio ( 0.25–2.00 ) using the most active sample , Pt/CeO2 ( 15 % ) -SBA-15 .",temperature,CeO2
449,"The optimization of the process parameters for maximizing BzOH conversion and benzaldehyde ( BzH ) selectivity was done by investigating the influence of the variation in reaction parameters , such as metal loading ( 5–20 % ) , catalyst amount ( 0.00–0.15 gram ) , reaction temperature ( 50–110 celcius ) and TBHP/BzOH ratio ( 0.25–2.00 ) using the most active sample , Pt/CeO2 ( 15 % ) -SBA-15 .",gram,TBHP
450,"The optimization of the process parameters for maximizing BzOH conversion and benzaldehyde ( BzH ) selectivity was done by investigating the influence of the variation in reaction parameters , such as metal loading ( 5–20 % ) , catalyst amount ( 0.00–0.15 gram ) , reaction temperature ( 50–110 celcius ) and TBHP/BzOH ratio ( 0.25–2.00 ) using the most active sample , Pt/CeO2 ( 15 % ) -SBA-15 .",gram,Pt
