,sentence,process_name
5106,This reforming reaction was performed with 2.0 h−1 of weight hourly space velocity (WHSV) at 250 °C under 45 atm.,pressure
5107,This reforming reaction was performed with 2.0 h−1 of weight hourly space velocity (WHSV) at 250 °C under 45 atm.,weight
5108,This reforming reaction was performed with 2.0 h−1 of weight hourly space velocity (WHSV) at 250 °C under 45 atm.,celcius
5109,"After the temperature reached 400°C and the pressure gauge reached 22.1MPa, the reaction was maintained for 60min.",temperature
5110,"After the temperature reached 400°C and the pressure gauge reached 22.1MPa, the reaction was maintained for 60min.",pressure
5111,"Then, the reactor was removed from the salt bath furnace and rapidly cooled to room temperature under a fan.",temperature
5112,"Finally, it was increased to 300°C at a rate of 20°C/min and held at this temperature for 6min.",temperature
5113,2 min ramping time was settled to reach desired reaction temperature.,temperature
5114,The reaction temperature was measured by means of IR sensor.,temperature
5115,"GC-FID analysis was performed on a gas chromatograph (HP, 14009 Arcade, New York, United States) coupled with a FID detector equipped with a Supelco 2-8047-U capillary column (15 m x0.25 mm i.d.",molarity
5116,(1) and (2): (1) Y i e l d % = C P P r o d u c t C M L F e e d × 100 (2) C o n v e r s i o n % = C M L I n i t i a l - C M L F i n a l C M L I n i t i a l × 100 The experimental procedures for all steps involved in the synthesis of Cu-f-GO are provided in S1.2–S1.6 in the Supplementary Information.,Molality
5117,"Based on Koopman's theorem , the different global reactivity descriptors, i.e., electronegativity (χ), chemical potential (μ), global hardness (η), global softness (S), global electrophilicity index (ω), and the maximum electronic charge ∆Nmax that the system (electrophile) acquire from the environment were calculated using frontier molecular orbitals energies, ELUMO, EHOMO and are given by through below equations ; (2) χ = − 1 2 ( ε H O M O + ε L U M O ) (3) μ = − χ = 1 2 ( ε H O M O + ε L U M O ) (4) η = 1 2 ( ε L U M O − ε H O M O (5) S = 1 2 η (6) ω = μ 2 2 η (7) Δ N m a x = − μ η The cathodes including SS cathodes and a Pt catalytic cathode.",molarity
5118,"Based on Koopman's theorem , the different global reactivity descriptors, i.e., electronegativity (χ), chemical potential (μ), global hardness (η), global softness (S), global electrophilicity index (ω), and the maximum electronic charge ∆Nmax that the system (electrophile) acquire from the environment were calculated using frontier molecular orbitals energies, ELUMO, EHOMO and are given by through below equations ; (2) χ = − 1 2 ( ε H O M O + ε L U M O ) (3) μ = − χ = 1 2 ( ε H O M O + ε L U M O ) (4) η = 1 2 ( ε L U M O − ε H O M O (5) S = 1 2 η (6) ω = μ 2 2 η (7) Δ N m a x = − μ η The cathodes including SS cathodes and a Pt catalytic cathode.",Molality
5119,An Ag/AgCl reference electrode was placed in MEC and an anaerobic glass tube (total headspace volume of 90 mL) was glued to the top of each MEC for hydrogen collection.,volume
5120,All batch experiments were operated in a constant temperature room (35 °C).,temperature
5121,All batch experiments were operated in a constant temperature room (35 °C).,celcius
5122,"This value is comparable with previously reported ( 2.66 × 10 − 6 , 30 °C) .",celcius
5123,"LSV tests were conducted over a potential range from – 0.4 V to – 1.4 V at a scan rate of 10 mV s−1 (35 °C) in 50 mM PBS solution, and the working electrode, the counter electrode and the reference electrode were the same as the CV tests.",celcius
5124,The reaction samples were measured by Agilent Technologies 7820A GC system equipped with a flame ionization detector and Varian CP-Chirasil-Dex CB column (25 m ×0.25 mm ×0.25 μm).,molarity
5125,GC analyses were also performed on the permeated stream in order to measure the hydrogen concentration in the sweep gas.,concentration
5126,"The operation of the engine was controlled with an open electronic control unit which is made of NIRA and i7r model, which controls the injection time, injection pressure, injection quantity and EGR rate.",pressure
5127,The in-cylinder pressure was obtained from the piezotronic pressure transducer and a crank angle encoder was used to measure the crank angle position of the engine.,pressure
5128,The specification of the pressure transducer and crank angle encoder is shown in Table 3 and Table 4 .,pressure
5129,"Irrespective of the operating condition, the common rail injection system maintains the required pressure which can be done by a high-pressure pump.",pressure
5130,The flame arrestor is equipped with a pressure relief valve to avoid overpressure.,pressure
5131,"The experiment was conducted in three stages; in the first stage the baseline readings are noted with pure diesel at standard working conditions like injection time 12°BTDC, injection pressure of 1000 bar and the load was varied from 20 to 80% in step of 20% load, the engine speed of 2000 rpm was constant throughout the experiment.",pressure
5132,"After freeze-drying for 12 h, the Cu2+(or Ni2+)/CFC was used as precursor and placed on a Teflon holder (100 mL) containing 0.35 g of red phosphorus and 20 mL of 3.0 M NaOH solution to perform vapor-phase hydrothermal (VPH) reaction.",Molality
5133,"After freeze-drying for 12 h, the Cu2+(or Ni2+)/CFC was used as precursor and placed on a Teflon holder (100 mL) containing 0.35 g of red phosphorus and 20 mL of 3.0 M NaOH solution to perform vapor-phase hydrothermal (VPH) reaction.",gram
5134,"After freeze-drying for 12 h, the Cu2+(or PtCl6 2−)/CFC was used as precursor and then heat treating at 350 °C for 2 h with a temperature rate of 5 °C min-1 under 10% H2/90% Ar atmosphere.",temperature
5135,"After freeze-drying for 12 h, the Cu2+(or PtCl6 2−)/CFC was used as precursor and then heat treating at 350 °C for 2 h with a temperature rate of 5 °C min-1 under 10% H2/90% Ar atmosphere.",celcius
5136,Constant current experiment was conducted in an H-type electrochemical reactor with 20 mL of 1.0 M KOH solution with 50 mM furfural in each chamber in this two-electrode system (Ni2P/CFC as the anode and Cu3P/CFC as the cathode).,Molality
5137,The stability tests of Ni2P/CFC for simultaneous oxidation and hydrogenation of furfural in the two-electrode system were evaluated under constant current in a mixed solution with 1.0 M KOH and 50 mM furfural in each chamber of H-type cell for three successive cycles.,Molality
5138,"The flask was incubated on a rotary shaker (SH-804, Seyoung Scientific) at 27 °C and 150 rpm under continuous illumination using white fluorescent light with an intensity of 40 μ/m/s for 3 weeks.",celcius
5139,"(5): (5) V H,i = V H,i−1 + C H,i (V G,i −V G,i−1) + VH(C H,i −C H,i−1) where V H,i and V H,i−1 are the cumulative hydrogen gas volumes at the current (i) and previous (i−1) time intervals, V G,i and V G,i−1 are the total biogas volumes at the current and previous time intervals, C H,i and C H,i−1 are the fraction of hydrogen gas in the headspace of the bottle measured using gas chromatography at the current and previous intervals, and VH is the total volume of headspace in the reactor .",volume
5140,"The temperatures of the injector, detector and column were maintained at 80, 110 and 60 °C, respectively.",celcius
5141,This study aimed to maintain the temperature of the Fuel cell within 60°C.,temperature
5142,"The following characterizations were done with the Stearyl alcohol to study its thermal conductivity, its phase change temperature during heating and cooling curves and to study its heat of enthalpy.",temperature
5143,The phase change temperature during the heating and cooling curve and the heat of enthalpy was done with the instrument Differential Scanning Calorimeter (DSC).,temperature
5144,This study aims to maintain the temperature of the fuel cell within 60°C with the aid of the PCM and cooling fan.,temperature
5145,The resin was heating at 2°Cmin−1 under air until 500°C and maintained 6h at this temperature.,temperature
5146,"The ethanol steam reforming reaction was carried out in a fixed bed reactor, at atmospheric pressure.",pressure
5147,"The Ce2Zr1.5Co0.5O8−δ catalyst (0.16g) was first submitted to in situ reduction under a pure hydrogen flow (3mLmin−1), heated at 2°Cmin−1 from room temperature to 440°C, maintained 12h at 440°C.",temperature
5148,The temperature was increased to the reaction temperature of 540°C.,temperature
5149,"Hydrogen production was carried out in an Applikon stirred tank reactor (model Z310210011), with a working volume of 1 L, equipped with a thermal jacket and pH, temperature, oxidation-reduction potential sensors.",temperature
5150,"Hydrogen production was carried out in an Applikon stirred tank reactor (model Z310210011), with a working volume of 1 L, equipped with a thermal jacket and pH, temperature, oxidation-reduction potential sensors.",volume
5151,"The effluent was collected, decanted and preserved at 0 °C for later use in the methanogenesis phase.",celcius
5152,"For the start-up, the reactor was fed with 1 g COD of effluent collected from the CSTR and operated in batch mode for 24 h. Afterwards, the UASB reactor was operated in continuous mode at an HRT of 21 h and room temperature (23–25 °C).",temperature
5153,"For the start-up, the reactor was fed with 1 g COD of effluent collected from the CSTR and operated in batch mode for 24 h. Afterwards, the UASB reactor was operated in continuous mode at an HRT of 21 h and room temperature (23–25 °C).",gram
5154,"For the start-up, the reactor was fed with 1 g COD of effluent collected from the CSTR and operated in batch mode for 24 h. Afterwards, the UASB reactor was operated in continuous mode at an HRT of 21 h and room temperature (23–25 °C).",celcius
