,sentence,catalyst
1347,"For in situ photodeposition of Pt onto CdS, as-synthesized CdS photocatalyst was added in aqueous solution containing a required amount (2.0wt%) of H2PtCl6.",CdS
1348,"For in situ photodeposition of Pt onto CdS, as-synthesized CdS photocatalyst was added in aqueous solution containing a required amount (2.0wt%) of H2PtCl6.",CdS
1349,The working electrodes were prepared via dispersing the catalyst in 1ml of distilled water and 10μl of 5wt% Nafion.,Nafion
1350,"This surface is also known to favor a reconstruction in the absence of adsorbates  and Mo2C catalysts on various supports (MgO  and mixed-phase Al2O3 as illustrated in Section 3.3) is similar, which suggests that the actual sites on various Mo2C catalysts for CO hydrogenation would have a similar configuration.",Al2O3
1351,"This surface is also known to favor a reconstruction in the absence of adsorbates  and Mo2C catalysts on various supports (MgO  and mixed-phase Al2O3 as illustrated in Section 3.3) is similar, which suggests that the actual sites on various Mo2C catalysts for CO hydrogenation would have a similar configuration.",Mo2C
1352,"This surface is also known to favor a reconstruction in the absence of adsorbates  and Mo2C catalysts on various supports (MgO  and mixed-phase Al2O3 as illustrated in Section 3.3) is similar, which suggests that the actual sites on various Mo2C catalysts for CO hydrogenation would have a similar configuration.",Mo2C
1353,"This surface is also known to favor a reconstruction in the absence of adsorbates  and Mo2C catalysts on various supports (MgO  and mixed-phase Al2O3 as illustrated in Section 3.3) is similar, which suggests that the actual sites on various Mo2C catalysts for CO hydrogenation would have a similar configuration.",MgO
1354,The 15Co5Fe/SiO2 catalyst was prepared using the same process as stated above for reference.,SiO2
1355,The 15Co5Fe/SiO2 catalyst was prepared using the same process as stated above for reference.,15Co5Fe
1356,"The phase analysis of the AC, fresh samples and spent catalysts were studied by means of ex-situ X-Ray diffraction (ex-situ XRD, PANalytical X’Pert3) with Cu Kα radiation.",Cu
1357,"Some experimental runs were performed to assess the effect of both TiO2 and formic acid on the reactivity of the system, by adding weighted amounts of photocatalyst to the subsystem.",TiO2
1358,"The metals used for addition to the Ni/SiO2 catalyst were derived from Ce(NO3)3·6H2O (Aldrich), Al(NO3)3·9H2O (Sigma–Aldrich), and Mg(NO3)2·6H2O (Alfa Aesar); with a nickel loading of 20wt.%.",SiO2
1359,"The metals used for addition to the Ni/SiO2 catalyst were derived from Ce(NO3)3·6H2O (Aldrich), Al(NO3)3·9H2O (Sigma–Aldrich), and Mg(NO3)2·6H2O (Alfa Aesar); with a nickel loading of 20wt.%.",nickel
1360,"The metals used for addition to the Ni/SiO2 catalyst were derived from Ce(NO3)3·6H2O (Aldrich), Al(NO3)3·9H2O (Sigma–Aldrich), and Mg(NO3)2·6H2O (Alfa Aesar); with a nickel loading of 20wt.%.",Ni
1361,Pyrolysis-reforming of RDF was carried out using a two-stage fixed-bed reaction system in the presence of different Ni/SiO2 catalysts.,Ni
1362,Pyrolysis-reforming of RDF was carried out using a two-stage fixed-bed reaction system in the presence of different Ni/SiO2 catalysts.,SiO2
1363,2.3.1 Catalyst characterization A Quantachrome NOVA 2200e series apparatus was used to determine the BET surface area and porosities of the fresh Ni/SiO2 catalysts.,Ni
1364,2.3.1 Catalyst characterization A Quantachrome NOVA 2200e series apparatus was used to determine the BET surface area and porosities of the fresh Ni/SiO2 catalysts.,SiO2
1365,The cobalt content in the catalysts was determined by X-ray fluorescence method using a Canberra 1510 fluorescence spectrometer.,cobalt
1366,"The structure of carbon deposit formed on the catalyst was studied by transmission electron microscope Tecnai G2 20 X-TWIN FEI Company, equipped with an LaB6 source, HAADF detector and EDS spectrometer (Energy Dispersive X-Ray Spectroscopy).",LaB6
1367,"The catalyst has a 28% (relative atomic percentage) Ni expressed as Ni/(Ni+Co+Al+Mg), an atomic Mg/Al ratio of 0.26 and an atomic Co/Ni ratio of 0.10, with a BET surface area of about 132m2/g.",Al
1368,"The catalyst has a 28% (relative atomic percentage) Ni expressed as Ni/(Ni+Co+Al+Mg), an atomic Mg/Al ratio of 0.26 and an atomic Co/Ni ratio of 0.10, with a BET surface area of about 132m2/g.",Ni
1369,"The catalyst has a 28% (relative atomic percentage) Ni expressed as Ni/(Ni+Co+Al+Mg), an atomic Mg/Al ratio of 0.26 and an atomic Co/Ni ratio of 0.10, with a BET surface area of about 132m2/g.",Ni
1370,"The catalyst has a 28% (relative atomic percentage) Ni expressed as Ni/(Ni+Co+Al+Mg), an atomic Mg/Al ratio of 0.26 and an atomic Co/Ni ratio of 0.10, with a BET surface area of about 132m2/g.",Mg
1371,"The catalyst has a 28% (relative atomic percentage) Ni expressed as Ni/(Ni+Co+Al+Mg), an atomic Mg/Al ratio of 0.26 and an atomic Co/Ni ratio of 0.10, with a BET surface area of about 132m2/g.",Ni
1372,"The catalyst has a 28% (relative atomic percentage) Ni expressed as Ni/(Ni+Co+Al+Mg), an atomic Mg/Al ratio of 0.26 and an atomic Co/Ni ratio of 0.10, with a BET surface area of about 132m2/g.",Co
1373,"Overall, six catalysts formulations (10%Ni/Al2O3, 1%Mo-10%Ni/Al2O3, 5%Mo-10%Ni/Al2O3, 10%Ni/H-Y zeolite, 1%Mo-10%Ni/H-Y zeolite and 5%Mo-10%Ni/H-Y zeolite) were synthesized via sonochemical preparation method adapted from  in this work.",Ni
1374,"Overall, six catalysts formulations (10%Ni/Al2O3, 1%Mo-10%Ni/Al2O3, 5%Mo-10%Ni/Al2O3, 10%Ni/H-Y zeolite, 1%Mo-10%Ni/H-Y zeolite and 5%Mo-10%Ni/H-Y zeolite) were synthesized via sonochemical preparation method adapted from  in this work.",Al2O3
1375,"Overall, six catalysts formulations (10%Ni/Al2O3, 1%Mo-10%Ni/Al2O3, 5%Mo-10%Ni/Al2O3, 10%Ni/H-Y zeolite, 1%Mo-10%Ni/H-Y zeolite and 5%Mo-10%Ni/H-Y zeolite) were synthesized via sonochemical preparation method adapted from  in this work.",Ni
1376,"Overall, six catalysts formulations (10%Ni/Al2O3, 1%Mo-10%Ni/Al2O3, 5%Mo-10%Ni/Al2O3, 10%Ni/H-Y zeolite, 1%Mo-10%Ni/H-Y zeolite and 5%Mo-10%Ni/H-Y zeolite) were synthesized via sonochemical preparation method adapted from  in this work.",Al2O3
1377,"Overall, six catalysts formulations (10%Ni/Al2O3, 1%Mo-10%Ni/Al2O3, 5%Mo-10%Ni/Al2O3, 10%Ni/H-Y zeolite, 1%Mo-10%Ni/H-Y zeolite and 5%Mo-10%Ni/H-Y zeolite) were synthesized via sonochemical preparation method adapted from  in this work.",Ni
1378,"Overall, six catalysts formulations (10%Ni/Al2O3, 1%Mo-10%Ni/Al2O3, 5%Mo-10%Ni/Al2O3, 10%Ni/H-Y zeolite, 1%Mo-10%Ni/H-Y zeolite and 5%Mo-10%Ni/H-Y zeolite) were synthesized via sonochemical preparation method adapted from  in this work.",Ni
1379,"Overall, six catalysts formulations (10%Ni/Al2O3, 1%Mo-10%Ni/Al2O3, 5%Mo-10%Ni/Al2O3, 10%Ni/H-Y zeolite, 1%Mo-10%Ni/H-Y zeolite and 5%Mo-10%Ni/H-Y zeolite) were synthesized via sonochemical preparation method adapted from  in this work.",Ni
1380,"Overall, six catalysts formulations (10%Ni/Al2O3, 1%Mo-10%Ni/Al2O3, 5%Mo-10%Ni/Al2O3, 10%Ni/H-Y zeolite, 1%Mo-10%Ni/H-Y zeolite and 5%Mo-10%Ni/H-Y zeolite) were synthesized via sonochemical preparation method adapted from  in this work.",zeolite
1381,"Overall, six catalysts formulations (10%Ni/Al2O3, 1%Mo-10%Ni/Al2O3, 5%Mo-10%Ni/Al2O3, 10%Ni/H-Y zeolite, 1%Mo-10%Ni/H-Y zeolite and 5%Mo-10%Ni/H-Y zeolite) were synthesized via sonochemical preparation method adapted from  in this work.",zeolite
1382,"Overall, six catalysts formulations (10%Ni/Al2O3, 1%Mo-10%Ni/Al2O3, 5%Mo-10%Ni/Al2O3, 10%Ni/H-Y zeolite, 1%Mo-10%Ni/H-Y zeolite and 5%Mo-10%Ni/H-Y zeolite) were synthesized via sonochemical preparation method adapted from  in this work.",Ni
1383,"Overall, six catalysts formulations (10%Ni/Al2O3, 1%Mo-10%Ni/Al2O3, 5%Mo-10%Ni/Al2O3, 10%Ni/H-Y zeolite, 1%Mo-10%Ni/H-Y zeolite and 5%Mo-10%Ni/H-Y zeolite) were synthesized via sonochemical preparation method adapted from  in this work.",Al2O3
1384,"Overall, six catalysts formulations (10%Ni/Al2O3, 1%Mo-10%Ni/Al2O3, 5%Mo-10%Ni/Al2O3, 10%Ni/H-Y zeolite, 1%Mo-10%Ni/H-Y zeolite and 5%Mo-10%Ni/H-Y zeolite) were synthesized via sonochemical preparation method adapted from  in this work.",zeolite
1385,"Field Emission Scanning Electron Microscopy-Electron Dispersive X-ray (FESEM-EDX) analysis (Model: VPFESEM, Zeiss Supra55 VP) was carried out to dictate the surface structure of the catalyst and to classify the presence in the catalysts of the elements such as Ni, Si, Al, O and Mo.",Mo
1386,"Field Emission Scanning Electron Microscopy-Electron Dispersive X-ray (FESEM-EDX) analysis (Model: VPFESEM, Zeiss Supra55 VP) was carried out to dictate the surface structure of the catalyst and to classify the presence in the catalysts of the elements such as Ni, Si, Al, O and Mo.",Al
1387,"Field Emission Scanning Electron Microscopy-Electron Dispersive X-ray (FESEM-EDX) analysis (Model: VPFESEM, Zeiss Supra55 VP) was carried out to dictate the surface structure of the catalyst and to classify the presence in the catalysts of the elements such as Ni, Si, Al, O and Mo.",Ni
1388,"Field Emission Scanning Electron Microscopy-Electron Dispersive X-ray (FESEM-EDX) analysis (Model: VPFESEM, Zeiss Supra55 VP) was carried out to dictate the surface structure of the catalyst and to classify the presence in the catalysts of the elements such as Ni, Si, Al, O and Mo.",Si
1389,"Lastly, X-ray diffraction (XRD) of the recently synthesized catalysts were investigated to classify the structure of the phase for the crystalline material and also to categorize the unit cell dimension of the catalyst by using the XRD analyzer (Model: PAN analytical X′pert3 Powder and Empyrean) with the radiation source of Cu Kα (k ¼ 0.154056 nm) operated at 40 kV and 50 mA with the 2θ range of 20–90° for the scanning steps.",Cu
1390,Alumina supported catalysts have been synthesised using a wet co-impregnation method similar to the one documented in the literature for iron  precursors.,Alumina
1391,Alumina supported catalysts have been synthesised using a wet co-impregnation method similar to the one documented in the literature for iron  precursors.,iron
1392,"Puralox TH 100/150 Alumina powder, obtained from Sasol, was stirred for 24 h with the appropriate amount of catalyst precursors.",Alumina
1393,"The experiments in the flow reactor were carried out with a set of parameters chosen to achieve a flowing steady-state and maximum retention time for a duration of 4 h. After 4 h, the product samples were collected at the bottom of the column once an hour for another 4 h. Under batch conditions 50 mg of catalyst pellets prepared from the crushed monoliths was placed in a 70 mL stainless steel autoclave and stirred for 8 h at 100 °C under 5 bar of air in the presence of 0.2 mol.L-1 benzyl alcohol and 50 mL of the DMF solvent saturated in the K2CO3 salt in an identical manner as that for the continuous flow experiment.",K2CO3
1394,"The crystalline phases of catalysts both after reduction and reaction were examined by XRD with Cu Kα 1 radiation, using a PANalytical X'Pert PRO diffractometer at 40 kV and 40 mA.",Cu
1395,Multi-walled CNTs were synthesized by chemical vapor deposition (CVD) of hexane over the Co-Mo/MgO catalyst at 750 °C.,MgO
1396,"The photocatalytic activity of the photocatalysts was measured by the average amount of hydrogen produced at 2.5 h. Photoelectrochemical measurements were made at an electrochemical workstation (CHI660E) with platinum sheets as the counterelectrode, saturated Ag/AgCl as the reference electrode and prepared samples as the working electrode.",Ag
1397,"The photocatalytic activity of the photocatalysts was measured by the average amount of hydrogen produced at 2.5 h. Photoelectrochemical measurements were made at an electrochemical workstation (CHI660E) with platinum sheets as the counterelectrode, saturated Ag/AgCl as the reference electrode and prepared samples as the working electrode.",AgCl
1398,"The photocatalytic activity of the photocatalysts was measured by the average amount of hydrogen produced at 2.5 h. Photoelectrochemical measurements were made at an electrochemical workstation (CHI660E) with platinum sheets as the counterelectrode, saturated Ag/AgCl as the reference electrode and prepared samples as the working electrode.",platinum
1399,Palladium and lead loss due to US treatment was investigated by elemental analysis of each solid catalyst prior to and after the hydrogenation reactions.,Palladium
1400,The X-ray diffraction patterns (XRD) of the catalysts were performed on a Bruker D8 diffractometer with Cu Kα radiation from 10 to 90° with a scan speed 60° min−1.,Cu
1401,"The ASIQMO002-2 analyzer (Quantachrome, US) was used to determine the surface area (SBET), total pore volume (Vp), and average pore diameter (Dp) of the catalysts by adsorption and desorption of nitrogen at −196 °C.",Vp
1402,"The D/max-RA X-ray diffractometer (Rigaku, Japan) was applied to detect the X-ray diffraction (XRD) patterns of catalysts using Cu Kα radiation (λ =0.154 nm) at 40 kV and 40 mA on a 2θ range of 5–80 °.",Cu
1403,"The X-ray photoelectron spectroscopy (XPS) measurement was carried out on an ESCALAB 250Xi spectrometer (Thermo Fisher Scientific Inc, US) with the monochromatic Al Kα radiation (1486 eV) X-ray resource to determine the surface atomic ratios and valence states of elements of the catalysts.",Al
1404,"The finial mixture was then charged into the reactor, together with Pd/C catalyst (1g) pre-reduced at 523K for 1h.",Pd
1405,Fe/Fe3C@NC: The Fe/Fe3C@NC nanocatalysts were fabricated via a high-temperature carbonization treatment method.,Fe3C
1406,Fe/Fe3C@NC: The Fe/Fe3C@NC nanocatalysts were fabricated via a high-temperature carbonization treatment method.,Fe3C
1407,Fe/Fe3C@NC: The Fe/Fe3C@NC nanocatalysts were fabricated via a high-temperature carbonization treatment method.,Fe
1408,Fe/Fe3C@NC: The Fe/Fe3C@NC nanocatalysts were fabricated via a high-temperature carbonization treatment method.,Fe
1409,2.2.1 Hydrogenation of eAQ and product analysis Hydrogenation of eAQ was performed in a thermostated ‘duck’ type glass vessel at 50 °C and an initial hydrogen pressure of 2 atm in the presence of in situ formed palladium catalysts.,palladium
1410,"The Pd-P/C catalyst (0.603 g, 2.87 × 10−5 mol Pd) was loaded into the reactor in an argon flow, purged with hydrogen for 15 min, then 32 ml of 1-octanol and 32 ml of eAQ toluene solution (2 g, 8.474 mmol eAQ) were added.",argon
1411,"The Pd-P/C catalyst (0.603 g, 2.87 × 10−5 mol Pd) was loaded into the reactor in an argon flow, purged with hydrogen for 15 min, then 32 ml of 1-octanol and 32 ml of eAQ toluene solution (2 g, 8.474 mmol eAQ) were added.",Pd
1412,"Preparation of Pd-P catalyst sample for X-ray photoelectron spectroscopy (XPS) and X-ray powder diffraction (XRD) studies: To a solution of Pd(acac)2 (0.4566 g, 1.55 × 10−3 mol) in 68 ml of toluene in a thermostated reaction vessel under hydrogen, 3.1 ml of phosphorus solution (4.5 × 10−4 mol, calculated relative to atomic phosphorus) in benzene was added dropwise and stirred for 5 min at room temperature.",phosphorus
