Title,Pub_name,DOI,Link
Stable ethanol synthesis <ce:italic>via</ce:italic> dimethyl oxalate hydrogenation over the bifunctional rhenium-copper nanostructures: Influence of support,Journal of Catalysis,10.1016/j.jcat.2022.01.028,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2022.01.028?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production by gasification of Kenaf under subcritical liquid‒vapor phase conditions,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.08.165,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.08.165?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Some like it weak: different activity of Raney® nickel in transfer hydrogenation under air and inert atmosphere,Applied Catalysis A: General,10.1016/j.apcata.2020.117788,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2020.117788?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
6: Medicinal Fungus <ce:italic>Ganoderma lucidum</ce:italic> as Raw Material for Alcohol Beverage Production,Alcoholic Beverages,10.1016/B978-0-12-815269-0.00006-4,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-815269-0.00006-4?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Direct production of hydrogen-enriched syngas by calcium-catalyzed steam gasification of Shengli lignite/chars: Structural evolution,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.01.018,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2020.01.018?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Nickel-manganese double hydroxide mixed with reduced graphene oxide electrocatalyst for efficient ethylene glycol electrooxidation and hydrogen evolution reaction,Synthetic Metals,10.1016/j.synthmet.2021.116959,https://api.elsevier.com/content/article/doi/10.1016/j.synthmet.2021.116959?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Investigation of the effect of different crude glycerol components on hydrogen production by <ce:italic>Enterobacter aerogenes</ce:italic> NRRL B-407,Renewable Energy,10.1016/j.renene.2013.06.007,https://api.elsevier.com/content/article/doi/10.1016/j.renene.2013.06.007?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production by low-temperature plasma decomposition of liquids,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2016.09.226,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2016.09.226?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Efficient hydrogen production via urea electrolysis with cobalt doped nickel hydroxide-riched hybrid films: Cobalt doping effect and mechanism aspect,Journal of Catalysis,10.1016/j.jcat.2019.11.034,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2019.11.034?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Evaluating hydrogen detection performance of an electrospun CuZnFe<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>4</ce:inf> nanofiber sensor,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.06.053,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2020.06.053?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Selective hydrogenation of cinnamaldehyde to cinnamyl alcohol over the Co-La-B/SiO<ce:inf loc=post>2</ce:inf> amorphous catalyst and the promoting effect of La-dopant,Applied Catalysis A: General,10.1016/S0926-860X(03)00544-1,https://api.elsevier.com/content/article/doi/10.1016/S0926-860X(03)00544-1?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Biosensor-informed engineering of <ce:italic>Cupriavidus necator</ce:italic> H16 for autotrophic D-mannitol production,Metabolic Engineering,10.1016/j.ymben.2022.02.003,https://api.elsevier.com/content/article/doi/10.1016/j.ymben.2022.02.003?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Petrodiesel-like straight chain alkane and fatty alcohol production by the Microalga <ce:italic>Chlorella sorokiniana</ce:italic>,Bioresource Technology,10.1016/j.biortech.2013.02.037,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2013.02.037?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen and value-added liquid fuel generation from pyrolysis-catalytic steam reforming conditions of microplastics waste dissolved in phenol over bifunctional Ni-Pt supported on Ti-Al nanocatalysts,Catalysis Today,10.1016/j.cattod.2021.11.026,https://api.elsevier.com/content/article/doi/10.1016/j.cattod.2021.11.026?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A Ce-promoted Ni–B amorphous alloy catalyst (Ni–Ce–B) for liquid-phase furfural hydrogenation to furfural alcohol,Materials Letters,10.1016/j.matlet.2004.04.003,https://api.elsevier.com/content/article/doi/10.1016/j.matlet.2004.04.003?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Recovering hydrogen production performance of upflow anaerobic sludge blanket reactor (UASBR) fed with galactose via repeated heat treatment strategy,Bioresource Technology,10.1016/j.biortech.2017.03.062,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2017.03.062?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chapter 2: Introduction to direct alcohol fuel cells (DAFCs),Direct Liquid Fuel Cells,10.1016/B978-0-12-818624-4.00002-9,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-818624-4.00002-9?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Dairy cow solid waste hydrolysis and hydrogen/methane productions by anaerobic digestion technology,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2017.10.038,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2017.10.038?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of adsorption–desorption on hydrogen purity and recovery in non-adiabatic pressure swing mediated by microporous palm kernel shell adsorbent,Fuel,10.1016/j.fuel.2021.122550,https://api.elsevier.com/content/article/doi/10.1016/j.fuel.2021.122550?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Photocatalytic degradation of butyric acid over Cu<ce:inf loc=post>2</ce:inf>O/Bi<ce:inf loc=post>2</ce:inf>WO<ce:inf loc=post>6</ce:inf> composites for simultaneous production of alkanes and hydrogen gas under UV irradiation,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2016.12.131,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2016.12.131?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen metabolism: A eukaryote taps into the electron sink,Current Biology,10.1016/j.cub.2021.11.012,https://api.elsevier.com/content/article/doi/10.1016/j.cub.2021.11.012?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Photocatalytic hydrogen production in a solar pilot plant using a Au/TiO<ce:inf loc=post>2</ce:inf> photo catalyst,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2016.05.039,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2016.05.039?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production from 2-propanol over Pt/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> and Ru/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> catalysts in supercritical water,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2013.04.033,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2013.04.033?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Ethanol and methanol steam reforming on transition metal catalysts supported on detonation synthesis nanodiamonds for hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.11.082,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2014.11.082?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of Hydraulic Retention Time on Hydrogen Production from the Dark Fermentation of Petrochemical Effluents Contaminated with Ethylene Glycol,Energy Procedia,10.1016/j.egypro.2015.07.746,https://api.elsevier.com/content/article/doi/10.1016/j.egypro.2015.07.746?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Photocatalytic degradation of butyric acid over Cu<ce:inf loc=post>2</ce:inf>O/Bi<ce:inf loc=post>2</ce:inf>WO<ce:inf loc=post>6</ce:inf> composites for simultaneous production of alkanes and hydrogen gas under UV irradiation,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2016.12.131,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2016.12.131?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Thermodynamic analysis of hydrogen production by autothermal reforming of ethanol,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.01.182,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2012.01.182?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of Hydraulic Retention Time on Hydrogen Production from the Dark Fermentation of Petrochemical Effluents Contaminated with Ethylene Glycol,Energy Procedia,10.1016/j.egypro.2015.07.746,https://api.elsevier.com/content/article/doi/10.1016/j.egypro.2015.07.746?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Ethanol and methanol steam reforming on transition metal catalysts supported on detonation synthesis nanodiamonds for hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.11.082,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2014.11.082?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Application of atmospheric pressure microwave plasma source for hydrogen production from ethanol,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.02.160,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2014.02.160?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Composite films with excellent mechanical, antioxidant and UV-shielding properties prepared from oligomeric proanthocyanidin nanospheres and poly(vinyl alcohol)",Industrial Crops and Products,10.1016/j.indcrop.2021.114054,https://api.elsevier.com/content/article/doi/10.1016/j.indcrop.2021.114054?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production through hydrothermal gasification of industrial wastewaters using transition metal oxide catalysts,The Journal of Supercritical Fluids,10.1016/j.supflu.2016.03.028,https://api.elsevier.com/content/article/doi/10.1016/j.supflu.2016.03.028?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production from 2-propanol over Pt/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> and Ru/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> catalysts in supercritical water,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2013.04.033,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2013.04.033?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydroxyl crosslinking reinforced bagasse cellulose/polyvinyl alcohol composite films as biodegradable packaging,Industrial Crops and Products,10.1016/j.indcrop.2021.114381,https://api.elsevier.com/content/article/doi/10.1016/j.indcrop.2021.114381?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Two-stage anaerobic process for bio-hydrogen and bio-methane combined production from biodegradable solid wastes,Energy,10.1016/j.energy.2011.08.039,https://api.elsevier.com/content/article/doi/10.1016/j.energy.2011.08.039?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Carbon catalysts for electrochemical hydrogen peroxide production in acidic media,Electrochimica Acta,10.1016/j.electacta.2018.03.170,https://api.elsevier.com/content/article/doi/10.1016/j.electacta.2018.03.170?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production using methane: Techno-economics of decarbonizing fuels and chemicals,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2017.12.081,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2017.12.081?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Indole modifies the central carbon flux in the anaerobic metabolism of <ce:italic>Escherichia coli</ce:italic>: application to the production of hydrogen and other metabolites,New Biotechnology,10.1016/j.nbt.2016.09.005,https://api.elsevier.com/content/article/doi/10.1016/j.nbt.2016.09.005?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen metabolism: A eukaryote taps into the electron sink,Current Biology,10.1016/j.cub.2021.11.012,https://api.elsevier.com/content/article/doi/10.1016/j.cub.2021.11.012?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Combined synergetic and steric effects for highly selective hydrogenation of unsaturated aldehyde,Journal of Catalysis,10.1016/j.jcat.2019.02.022,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2019.02.022?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Numerical investigations on ethanol electrolysis for production of pure hydrogen from renewable sources,Applied Energy,10.1016/j.apenergy.2016.03.001,https://api.elsevier.com/content/article/doi/10.1016/j.apenergy.2016.03.001?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production characteristics of the organic fraction of municipal solid wastes by anaerobic mixed culture fermentation,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2008.11.031,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2008.11.031?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Biological hydrogen production by <ce:italic>Enterobacter aerogenes</ce:italic>: Structural analysis of treated rice straw and effect of substrate concentration,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.03.137,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.03.137?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Analysis of methanol synthesis using CO<ce:inf loc=post>2</ce:inf> hydrogenation and syngas produced from biogas-based reforming processes,Chemical Engineering Journal,10.1016/j.cej.2021.130835,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2021.130835?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Critical challenges in the system development of direct alcohol fuel cells as portable power supplies: An overview,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.11.089,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2018.11.089?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Simple, controllable and environmentally friendly synthesis of FeCoNiCuZn-based high-entropy alloy (HEA) catalysts, and their surface dynamics during nitrobenzene hydrogenation",Electrochimica Acta,10.1016/j.electacta.2022.139972,https://api.elsevier.com/content/article/doi/10.1016/j.electacta.2022.139972?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Thermophilic hydrogen production from cellulose with rumen fluid enrichment cultures: Effects of different heat treatments,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.11.010,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2010.11.010?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A hassle-free and cost-effective transfer hydrogenation strategy for the chemoselective reduction of arylnitriles to primary amines through <ce:italic>in situ</ce:italic>-generated nickel<ce:sup loc=post>II</ce:sup> dihydride intermediate in water,Journal of Molecular Structure,10.1016/j.molstruc.2021.131926,https://api.elsevier.com/content/article/doi/10.1016/j.molstruc.2021.131926?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Structural evolution of ZIF-67-derived catalysts for furfural hydrogenation,Journal of Catalysis,10.1016/j.jcat.2020.10.014,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2020.10.014?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Thermophilic hydrogen production from starch wastewater using two-phase sequencing batch fermentation coupled with UASB methanogenic effluent recycling,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.10.049,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2014.10.049?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Comparative experimental investigation on the effects of heavy alcohols- safflower biodiesel blends on combustion, performance and emissions in a power generator diesel engine",Applied Thermal Engineering,10.1016/j.applthermaleng.2020.116142,https://api.elsevier.com/content/article/doi/10.1016/j.applthermaleng.2020.116142?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
